id, name, lat, lng
2260, "_undetermined", 37.757498, -122.421466
2261, "The Cinch bar", 37.792734, -122.421460
2262, "Miller's East Coast Deli", 37.792734, -122.421460
2263, "Little Tree Studios", 37.755476, -122.421451
2264, "NatÆl Holistic Institute campus", 37.772963, -122.421433
2265, "Dogpatch Biofuels", 37.757040, -122.421431
2266, "PUBLIC Bikes", 37.763536, -122.421399
2267, "T-Mobile store", 37.763092, -122.421395
2268, "Good Vibrations", 37.763092, -122.421395
2269, "Crepe House, The", 37.793038, -122.421381
2270, "Crepe House, The", 37.793038, -122.421381
2271, "Cole Hardware", 37.743793, -122.421374
2272, "Cole Hardware", 37.743793, -122.421374
2273, "_undetermined", 37.756417, -122.421372
2274, "Cafe Altano", 37.756417, -122.421372
2275, "_undetermined", 37.756345, -122.421365
2276, "Lost Weekend Video", 37.756345, -122.421365
2277, "Community Thrift Store", 37.762781, -122.421365
2278, "Mau Restaurant", 37.762230, -122.421347
2279, "Cafe Seventy8", 37.74427406, -122.42134368
2280, "Live Fit Gym", 37.762037, -122.421334
2281, "Al Harmi Indian and Pakistani Restaurant", 37.764682, -122.421328
2282, "Al Harmi Indian and Pakistani Restaurant", 37.764682, -122.421328
2283, "The Marsh", 37.755789, -122.421303
2284, "Emmy's Spaghetti Shack", 37.742919, -122.421280
2285, "San Francisco Community College District", 37.772055, -122.421271
2286, "Bell Tower", 37.794339, -122.421240
2287, "Lucca Raviola", 37.755171, -122.421210
2288, "Apt/Unknown", 37.754682, -122.421200
2289, "_undetermined", 37.754682, -122.421200
2290, "B^3 Artisan Wine Burgers", 37.754467, -122.421195
2291, "multiple", 37.787353, -122.421189
2292, "multiple", 37.787353, -122.421189
2293, "multiple", 37.760565, -122.421188
2294, "John McLaren CDC (PreK & SA)", 37.712404, -122.421173
2295, "Valencia Eyewear", 37.759948, -122.421129
2296, "Art Mart Store", 37.759948, -122.421129
2297, "Royal Grounds Coffee", 37.791658, -122.421120
2298, "Louie Hair Salon", 37.773213, -122.421117
2299, "_undetermined", 37.773213, -122.421117
2300, "_undetermined", 37.759764, -122.421111
2301, "Pancho Villa Tacqueria", 37.764696, -122.421082
2302, "Quetzalcoatz Tattoo", 37.753485, -122.421073
2303, "Amnesia", 37.759319, -122.421068
2304, "_undetermined", 37.791083, -122.421055
2305, "Yoga Tree", 37.753105, -122.421046
2306, "Cut Loose", 37.753346, -122.421041
2307, "Core Pilates", 37.763577, -122.421036
2308, "Heart Wine Bar / Arizmendi", 37.752546, -122.421014
2309, "Nara Sushi", 37.790828, -122.420969
2310, "multiple", 37.772712, -122.420966
2311, "La Rondalla Restaurant", 37.758351, -122.420958
2312, "Papalote Mexican Grill", 37.751940, -122.420943
2313, "Papalote", 37.751940, -122.420943
2314, "Papalote", 37.751940, -122.420943
2315, "Papalote's Restaurant", 37.751940, -122.420943
2316, "Muddy Waters coffee shop", 37.751851, -122.420935
2317, "La Parilla Grill Restaurant", 37.793124, -122.420907
2318, "_undetermined", 37.757654, -122.420892
2319, "St Lukes Hospital Main entrance", 37.747165, -122.420882
2320, "Painted Bird - Clothing", 37.751054, -122.420858
2321, "Dosa", 37.757224, -122.420850
2322, "_undetermined", 37.757224, -122.420850
2323, "Valencia Whole Foods", 37.75708270, -122.42083810
2324, "Apt/Unknown", 37.750802, -122.420834
2325, "Women's Initiative for Self Employment", 37.750649, -122.420820
2326, "Jay's Cheesesteak?", 37.756798, -122.420810
2327, "Lexington Club", 37.76034427, -122.42079980
2328, "Le Petit Marchet", 37.792902, -122.420796
2329, "Bank of America", 37.744873, -122.420795
2330, "Green Chiropractic Clinic", 37.750312, -122.420787
2331, "Natural Mattress Store", 37.787406, -122.420769
2332, "_undetermined", 37.789395, -122.420757
2333, "Pi Bar", 37.749908, -122.420748
2334, "Pi Bar", 37.749908, -122.420748
2335, "EHS Pilates", 37.749612, -122.420720
2336, "EHS Pilates", 37.749612, -122.420720
2337, "EHS Pilates", 37.749612, -122.420720
2338, "16th & Hoff Garage", 37.764367, -122.420709
2339, "condos", 37.763598, -122.420699
2340, "Boogaloos", 37.75548474, -122.42068142
2341, "Latin American Club", 37.75548474, -122.42068142
2342, "_undetermined", 37.756092, -122.420681
2343, "True Value Hardware", 37.792031, -122.420680
2344, "Mission Hiring Hall", 37.765232, -122.420676
2345, "The Lotus Center", 37.755855, -122.420669
2346, "Dovre Club", 37.74902617, -122.42066401
2347, "Chai Yo Thai Restaurant", 37.789246, -122.420653
2348, "Esperpento Restaurant?", 37.755158, -122.420653
2349, "_undetermined", 37.755158, -122.420653
2350, "The Mission Statement", 37.761966, -122.420620
2351, "Good Vibrations", 37.791912, -122.420596
2352, "Bad Joes Body Shop", 37.743917, -122.420592
2353, "_undetermined", 37.747560, -122.420576
2354, "residential", 37.745701, -122.420554
2355, "Beretta", 37.753848, -122.420553
2356, "Market Street Cycles", 37.774578, -122.420535
2357, "Cupboard Pastry", 37.774578, -122.420535
2358, "_undetermined", 37.774578, -122.420535
2359, "Serrano's Pizza & Pasta", 37.757142, -122.420517
2360, "Gravel & Gold", 37.757142, -122.420517
2361, "Rickshaw Shop", 37.775985, -122.420460
2362, "Rickshaw Shop", 37.775985, -122.420460
2363, "Blue Plate", 37.745275, -122.420435
2364, "La Loma Produce", 37.765255, -122.420415
2365, "Valencia Farmer's Market", 37.75224685, -122.42037430
2366, "Phat Philly", 37.752247, -122.420374
2367, "Out of the Closet", 37.790439, -122.420368
2368, "Royal Cuckoo", 37.74539687, -122.42035593
2369, "Cafe Sapore", 37.782695, -122.420340
2370, "Mr. Scooter", 37.768682, -122.420335
2371, "medical building", 37.746157, -122.420328
2372, "CCSF Mission Campus", 37.754847, -122.420304
2373, "Polk Street Boxing Gym", 37.790266, -122.420299
2374, "Polk Street Boxing Gym", 37.790266, -122.420299
2375, "Arman One Dollar Only", 37.765372, -122.420295
2376, "SF Conservatory of Music", 37.775569, -122.420277
2377, "Mission Bartlett Garage", 37.756164, -122.420259
2378, "Murphy Investments Property Management", 37.751292, -122.420235
2379, "Dutailier", 37.751155, -122.420222
2380, "SF Federal Credit Union", 37.744415, -122.420222
2381, "Polk Street Produce", 37.789322, -122.420203
2382, "Synergy School", 37.75087429, -122.42019976
2383, "Synergy School", 37.75087429, -122.42019976
2384, "Michelle's Hair Salon", 37.752328, -122.420179
2385, "Saraha Kadampa Buddhist Center", 37.763602, -122.420176
2386, "Philz Coffee", 37.782379, -122.420163
2387, "Speesees", 37.750206, -122.420131
2388, "_undetermined", 37.750206, -122.420131
2389, "Lumiere Theatre", 37.790961, -122.420113
2390, "_undetermined", 37.788970, -122.420098
2391, "_undetermined", 37.783255, -122.420049
2392, "CCSF Alemany Campus", 37.783255, -122.420049
2393, "AMC Theater", 37.785172, -122.420018
2394, "Davies Symphony Hall", 37.777441, -122.419994
2395, "Davies Symphony Hall", 37.777441, -122.419994
2396, "Quetzal", 37.78846836, -122.41998809
2397, "Polk Bush Garage", 37.788468, -122.419988
2398, "All Muffler Auto Service", 37.762004, -122.419986
2399, "Salvation Army", 37.748724, -122.419976
2400, "US Bank", 37.780832, -122.419943
2401, "Chevy's", 37.780832, -122.419943
2402, "Patagonia", 37.806013, -122.419913
2403, "Corinthian Court Apartments", 37.780405, -122.419905
2404, "Mission Adult Superstore", 37.763744, -122.419863
2405, "vacant", 37.77563611, -122.41986139
2406, "Subway / Camilo Riano D.D.S. / UPS Store", 37.776063, -122.419850
2407, "Hog & Rocks", 37.760033, -122.419844
2408, "Caffeinated Comics", 37.746164, -122.419833
2409, "Dusit Thai", 37.745082, -122.419787
2410, "The Knockout", 37.745082, -122.419787
2411, "Taqueria Can Cun", 37.745270, -122.419776
2412, "Duc Loi Supermarket", 37.761606, -122.419761
2413, "Tenderloin Elementary School", 37.781813, -122.419744
2414, "Sycamore, The", 37.762785, -122.419734
2415, "Let it Bleed Tattoo", 37.787111, -122.419719
2416, "The Popular Workshop", 37.787540, -122.419711
2417, "City Hall bike messenger entrance", 37.779214, -122.419669
2418, "Her Majesty's Secret Beekeeper", 37.758837, -122.419665
2419, "Comics and Art Businesses", 37.758837, -122.419665
2420, "City Ballet School", 37.772801, -122.419574
2421, "Escape from New York Pizza", 37.755527, -122.419552
2422, "Escape from New York Pizza", 37.755527, -122.419552
2423, "Lolo", 37.755527, -122.419552
2424, "Atlas Motors", 37.746674, -122.419544
2425, "4505 Meats", 37.766473, -122.419527
2426, "Cava 22", 37.75519153, -122.41952097
2427, "Taqueria Cancun", 37.760471, -122.419513
2428, "Taqueria Cancun", 37.760471, -122.419513
2429, "El Rio", 37.746817, -122.419467
2430, "Mission Thrift", 37.759729, -122.419460
2431, "Career Link Center", 37.747648, -122.419449
2432, "MediThrive", 37.766272, -122.419434
2433, "Campfire Art Gallery", 37.75234202, -122.41942751
2434, "Grass Roots", 37.786630, -122.419413
2435, "Siegel's Clothing Superstore", 37.759222, -122.419412
2436, "multiple", 37.75744036, -122.41937768
2437, "Bikram Yoga", 37.758770, -122.419369
2438, "Mission Yoga", 37.758770, -122.419369
2439, "_undetermined", 37.777692, -122.419356
2440, "Mission Economic Development Association", 37.758460, -122.419335
2441, "Foreign Cinema", 37.756388, -122.419261
2442, "Foreign Cinema", 37.756388, -122.419261
2443, "Redding (SA) CDC", 37.789521, -122.419254
2444, "Contraband Coffee Bar", 37.790993, -122.419254
2445, "Public Works", 37.768875, -122.419248
2446, "SFPUC", 37.780929, -122.419174
2447, "Discount Builders Supply", 37.770494, -122.419124
2448, "La Mejor Bakery", 37.751967, -122.419119
2449, "Mission Plaza", 37.764429, -122.419104
2450, "Meyer Boswellk Books Inc.", 37.762686, -122.419086
2451, "Yoga to the People", 37.764849, -122.419029
2452, "Thai Idea Vegetarian", 37.783387, -122.419016
2453, "Superior Court House", 37.780519, -122.419014
2454, "Superior Court House", 37.780519, -122.419014
2455, "Thrift Town", 37.763175, -122.419010
2456, "Thrift Town", 37.763175, -122.419010
2457, "Asian & Pacific Islander Wellness Center", 37.783819, -122.419007
2458, "Gracias Madre", 37.761549, -122.418976
2459, "Walgreens", 37.754029, -122.418974
2460, "Walgreens", 37.754029, -122.418974
2461, "Edinburgh Castle Pub", 37.786253, -122.418961
2462, "Little Baobab", 37.760381, -122.418938
2463, "The Dark Room Theater", 37.760878, -122.418912
2464, "Native American Health Center", 37.764039, -122.418881
2465, "Avedano's Meats", 37.739645, -122.418871
2466, "Victoria Theater", 37.764859, -122.418865
2467, "Victoria Theater", 37.764859, -122.418865
2468, "Spring Valley (SA) CDC", 37.794006, -122.418819
2469, "City Hall", 37.779324, -122.418817
2470, "City Hall", 37.779324, -122.418817
2471, "Cha Cha Cha", 37.759864, -122.418815
2472, "_undetermined", 37.776719, -122.418811
2473, "Dance Mission Theatre", 37.752399, -122.418804
2474, "China Express", 37.752399, -122.418804
2475, "Cafe La Boheme", 37.752399, -122.418804
2476, "Baby Blues BBQ", 37.746873, -122.418784
2477, "Amsterdam Cafe", 37.785756, -122.418776
2478, "Amsterdam Cafe", 37.785756, -122.418776
2479, "San Francisco Herb Co", 37.768639, -122.418765
2480, "Rosamunde Sausage Catering", 37.751518, -122.418755
2481, "Walgreens", 37.748497, -122.418662
2482, "Mermaid Tattoo Salon", 37.748497, -122.418662
2483, "CoffeeShop", 37.746998, -122.418653
2484, "Department of Public Health", 37.778128, -122.418652
2485, "DPH", 37.778128, -122.418652
2486, "San Francisco Department of Public Health", 37.778128, -122.418652
2487, "Nueva Libreria Mexico", 37.750796, -122.418649
2488, "Om Shan Tea", 37.768155, -122.418647
2489, "office building", 37.758062, -122.418642
2490, "The President", 37.785773, -122.418639
2491, "Jujanelly Flower Shop", 37.757258, -122.418605
2492, "Bank of America / SFMTA Headquarters", 37.774862, -122.418581
2493, "Bank of America", 37.774862, -122.418581
2494, "SFMTA Customer Service", 37.774862, -122.418581
2495, "residential", 37.78482642, -122.41857906
2496, "Uptown", 37.763247, -122.418561
2497, "Mission CDC (PreK)", 37.749819, -122.418557
2498, "Mason Kirby Architecture", 37.739130, -122.418445
2499, "Doc's Clock", 37.755946, -122.418440
2500, "Goodwill", 37.773853, -122.418409
2501, "Goodwill", 37.773853, -122.418409
2502, "Hyde Street Bistro", 37.794720, -122.418359
2503, "A Laundromat", 37.76696490, -122.41831658
2504, "Mission Neighborhood Resource Center", 37.764058, -122.418312
2505, "medical building", 37.747512, -122.418308
2506, "Grand Coffee", 37.754404, -122.418292
2507, "Nob Hill Health Care Center", 37.789620, -122.418287
2508, "John's Wash and Dry", 37.768188, -122.418257
2509, "Lunch Geeks", 37.776330, -122.418218
2510, "ma'velous", 37.776330, -122.418218
2511, "New Central Hotel & Hostel", 37.776330, -122.418218
2512, "La Boulange Cafe & Bakery", 37.757921, -122.418205
2513, "SF Tenant Union", 37.757717, -122.418186
2514, "Smoke Time", 37.753266, -122.418183
2515, "Beer Hall, The", 37.776682, -122.418174
2516, "Artillery Apparel Gallery", 37.753063, -122.418164
2517, "_undetermined", 37.784821, -122.418102
2518, "McDonalds", 37.75209257, -122.41808570
2519, "McDonalds", 37.75209257, -122.41808570
2520, "La Taqueria", 37.750884, -122.418055
2521, "_undetermined", 37.795648, -122.418037
2522, "Balompie", 37.76177994, -122.41801683
2523, "Ratio 3 Gallery", 37.751731, -122.418013
2524, "_undetermined", 37.795660, -122.417938
2525, "Mission Pie", 37.750538, -122.417935
2526, "Casa Guadalupe", 37.750448, -122.417927
2527, "warehouse", 37.771874, -122.417872
2528, "Lee's Sandwiches", 37.783624, -122.417862
2529, "Cala Foods", 37.790616, -122.417821
2530, "Paisano's", 37.748833, -122.417720
2531, "Urban Flow Yoga Studio", 37.773481, -122.417716
2532, "Mission Presbyterian Church", 37.753661, -122.417709
2533, "Jamestown Community Center", 37.749243, -122.417686
2534, "Progressive Grounds", 37.738953, -122.417686
2535, "New Century Theater", 37.785484, -122.417683
2536, "Dainese", 37.771343, -122.417635
2537, "Red Hill Books", 37.739365, -122.417618
2538, "Civic Center Garage", 37.779480, -122.417600
2539, "Civic Center Plaza", 37.77948045, -122.41759951
2540, "Civic Center Plaza", 37.77948045, -122.41759951
2541, "Civic Center Plaza", 37.77948045, -122.41759951
2542, "Heald College", 37.762418, -122.417578
2543, "Raphael House", 37.787835, -122.417558
2544, "McDonald's / Gracie's Cafe", 37.775228, -122.417466
2545, "McDonald's / Gracie's Cafe", 37.775228, -122.417466
2546, "POWER", 37.767832, -122.417382
2547, "Fox Plaza", 37.777224, -122.417361
2548, "Fox Plaza", 37.777224, -122.417361
2549, "Video Transfer Center", 37.767014, -122.417356
2550, "SF Boylesque, Mama Calizo's Voice Factory & Center for Sex & Culture", 37.773654, -122.417333
2551, "Walzwerk", 37.767175, -122.417319
2552, "Bill Graham Civic Auditorium", 37.778083, -122.417316
2553, "Housing Alliance of SF", 37.766483, -122.417305
2554, "Bender's Bar and Grill", 37.760199, -122.417279
2555, "Bender's Bar and Grill", 37.760199, -122.417279
2556, "Bender's Bar and Grill", 37.760199, -122.417279
2557, "SF Party Store", 37.786894, -122.417278
2558, "Hyde Street Wellness", 37.788505, -122.417256
2559, "Flying Pig Bistro", 37.766356, -122.417240
2560, "Flying Pig Bistro", 37.766356, -122.417240
2561, "Saigon Sandwich", 37.783170, -122.417225
2562, "SF Day Labor Program", 37.748442, -122.417195
2563, "Copy Center", 37.782609, -122.417126
2564, "Poc Chuc", 37.765469, -122.417090
2565, "Cafe Gratitude (CLOSED)", 37.768697, -122.417032
2566, "A&V Market", 37.735735, -122.417025
2567, "Bite Me Sandwiches", 37.763458, -122.417005
2568, "Goodwill", 37.786530, -122.417005
2569, "Yoga Tree", 37.767987, -122.416973
2570, "_undetermined", 37.739275, -122.416856
2571, "Philz Coffee", 37.78119964, -122.41683160
2572, "Sage Lounge", 37.771394, -122.416789
2573, "US Post Office", 37.754089, -122.416781
2574, "DPH Clinic", 37.761051, -122.416734
2575, "Good Life Grocery", 37.738893, -122.416718
2576, "Good Life Grocery", 37.738893, -122.416718
2577, "Root Division", 37.763374, -122.416699
2578, "7 Tepees", 37.76337359, -122.41669867
2579, "Bernal Yoga", 37.739264, -122.416697
2580, "Michael the Boxer gym", 37.772520, -122.416617
2581, "Bimbo's 365 Club", 37.805023, -122.416597
2582, "Napper Tandy", 37.752472, -122.416588
2583, "St. Francis Memorial Hospital", 37.789631, -122.416554
2584, "Coffee Bar", 37.771759, -122.416550
2585, "Coffee Bar", 37.771759, -122.416550
2586, "Mr. Pickles", 37.759003, -122.416538
2587, "_undetermined", 37.784804, -122.416504
2588, "_undetermined", 37.785056, -122.416469
2589, "Ocean Door and Sash Company", 37.763840, -122.416461
2590, "Phone Booth Bar", 37.750871, -122.416459
2591, "ODC Theater", 37.763389, -122.416447
2592, "ODC Theater", 37.763389, -122.416447
2593, "Limon Rotisserie", 37.757040, -122.416424
2594, "multiple (Twitter)", 37.776736, -122.416395
2595, "multiple (Twitter)", 37.776736, -122.416395
2596, "Pedal Revolution", 37.757018, -122.416208
2597, "Ananda Fuara Restaurant", 37.777980, -122.416203
2598, "Henry Gertmenian Co.?", 37.77458318, -122.41617827
2599, "Henry Gertmenian Co.?", 37.77458318, -122.41617827
2600, "California Institute of Integral Studies", 37.774583, -122.416178
2601, "California Institute of Integral Studies", 37.774583, -122.416178
2602, "_undetermined", 37.738536, -122.416149
2603, "My Corner Cafe Inc?", 37.748922, -122.416118
2604, "Foods Co", 37.767852, -122.416105
2605, "The Little Spot Cafe", 37.754118, -122.416072
2606, "Wells Fargo/Munch Haven", 37.778302, -122.416056
2607, "Ocean Sash and Door Co.", 37.763414, -122.416029
2608, "Victor Delivery Flowers", 37.759037, -122.415985
2609, "Coffman Pool", 37.713580, -122.415970
2610, "Cumaica Coffee", 37.775862, -122.415956
2611, "ODC Dance Commons", 37.762811, -122.415843
2612, "ODC Dance Commons", 37.762811, -122.415843
2613, "ODC Dance Commons", 37.762811, -122.415843
2614, "ODC Dance Commons", 37.762811, -122.415843
2615, "ODC Dance Commons", 37.762811, -122.415843
2616, "SF Main Library", 37.779159, -122.415808
2617, "Truck", 37.766795, -122.415783
2618, "Truck", 37.766795, -122.415783
2619, "Compassion and Care Center", 37.774764, -122.415753
2620, "St. James Infirmary", 37.77573822, -122.41573603
2621, "St. James Infirmary", 37.77573822, -122.41573603
2622, "Advance English Academy", 37.775738, -122.415736
2623, "Advance English Academy", 37.775738, -122.415736
2624, "Chilli Cha Cha Thai Restaurant", 37.752612, -122.415652
2625, "Shotwells", 37.758621, -122.415612
2626, "Sam's Diner", 37.778524, -122.415608
2627, "UC Hastings College of the Law", 37.780934, -122.415603
2628, "AutoZone", 37.748489, -122.415563
2629, "Stable Cafe", 37.763210, -122.415457
2630, "multiple", 37.778584, -122.415442
2631, "Workspace Artists Studio", 37.762836, -122.415421
2632, "SF Chocolate Factory / Bridge Brands Chocolate", 37.770896, -122.415416
2633, "Pseudo Studios", 37.762489, -122.415388
2634, "Wise Sons Deli", 37.752631, -122.415346
2635, "Wise Sons Deli", 37.752631, -122.415346
2636, "Push Bike", 37.755462, -122.415315
2637, "Nihon", 37.768697, -122.415290
2638, "Manora's Thai Cuisine", 37.770842, -122.415290
2639, "_undetermined", 37.759080, -122.415275
2640, "Real Foods Organic", 37.759080, -122.415275
2641, "Cafe Royale", 37.787600, -122.415268
2642, "_undetermined", 37.803966, -122.415160
2643, "Dong Baek", 37.78523999, -122.41512040
2644, "The Willows", 37.771141, -122.415112
2645, "Chez Spencer", 37.768814, -122.415111
2646, "fitBERNALfit", 37.739084, -122.415106
2647, "PariSoma Innovation Loft", 37.773835, -122.415075
2648, "Discount Fabrics", 37.773133, -122.415069
2649, "Rainbow Grocery", 37.769109, -122.415058
2650, "Rainbow Grocery", 37.769109, -122.415058
2651, "Moxie Yoga", 37.758739, -122.415030
2652, "_undetermined", 37.758739, -122.415030
2653, "City Aikado", 37.775603, -122.415028
2654, "_undetermined", 37.752653, -122.414989
2655, "_undetermined", 37.752653, -122.414989
2656, "_undetermined", 37.800949, -122.414971
2657, "Soccer Cafe", 37.765084, -122.414959
2658, "Soccer Cafe", 37.765084, -122.414959
2659, "Don Ramon's Mexican Restaurant", 37.772938, -122.414952
2660, "residence", 37.753851, -122.414952
2661, "_undetermined", 37.776770, -122.414948
2662, "_undetermined", 37.776770, -122.414948
2663, "_undetermined", 37.776770, -122.414948
2664, "_undetermined", 37.776770, -122.414948
2665, "Rite Spot Cafe", 37.763866, -122.414915
2666, "Rite Spot Cafe", 37.763866, -122.414915
2667, "Tacos Los Altos", 37.739059, -122.414912
2668, "Heirloom Cafe", 37.757101, -122.414812
2669, "Hotel Whitcomb", 37.777947, -122.414791
2670, "Hotel Whitcomb", 37.777947, -122.414791
2671, "(VACANT)", 37.77599625, -122.41476071
2672, "Sun Rise Restaurant", 37.752701, -122.414703
2673, "multiple", 37.772710, -122.414667
2674, "multiple", 37.762822, -122.414658
2675, "La Rocca's Corner Tavern", 37.803165, -122.414608
2676, "Pioneer Building", 37.762385, -122.414601
2677, "Pioneer Building", 37.762385, -122.414601
2678, "_undetermined", 37.804025, -122.414600
2679, "Red Poppy Art House", 37.754201, -122.414516
2680, "Homestead, The", 37.760396, -122.414516
2681, "Homestead, The", 37.760396, -122.414516
2682, "Homestead, The", 37.760396, -122.414516
2683, "Sushi Groove", 37.771824, -122.414515
2684, "Inglesia Zion", 37.753073, -122.414487
2685, "Blue Elephant Thai Cuisine", 37.739080, -122.414461
2686, "Local Mission Eatery", 37.752251, -122.414447
2687, "San Francisco Department of Public Health", 37.774458, -122.414411
2688, "Kadist Art Foundation", 37.758745, -122.414368
2689, "People's Gallery", 37.758745, -122.414368
2690, "_undetermined", 37.803460, -122.414366
2691, "_undetermined", 37.772953, -122.414361
2692, "_undetermined", 37.802895, -122.414334
2693, "farm:table", 37.787826, -122.414330
2694, "The Yoga Society of SF", 37.751435, -122.414328
2695, "The Art Institute of California", 37.779497, -122.414301
2696, "The Art Institute of California", 37.779497, -122.414301
2697, "Philz Coffee", 37.752330, -122.414265
2698, "Philz Coffee", 37.752330, -122.414265
2699, "ActivSpace / Treat Street Bicycle Works", 37.762699, -122.414256
2700, "Treat Street Bicycle Works", 37.76269900, -122.41425600
2701, "R Image Market", 37.751020, -122.414245
2702, "Joe & Pat's Bakery & Coffee", 37.757451, -122.414245
2703, "cannabis club", 37.776961, -122.414225
2704, "Sparc (cannabis club)", 37.776961, -122.414225
2705, "La Cocina", 37.750172, -122.414199
2706, "Southern Pacific Brewing", 37.760111, -122.414118
2707, "United Printing", 37.78546652, -122.41407009
2708, "Mozzo Bike Apparel", 37.757145, -122.414007
2709, "_undetermined", 37.767985, -122.413954
2710, "Australian Fair", 37.789299, -122.413940
2711, "_undetermined", 37.775858, -122.413826
2712, "_undetermined", 37.775858, -122.413826
2713, "Harvest Mills Market", 37.746710, -122.413809
2714, "Zoe's Restaurant", 37.752707, -122.413791
2715, "Haus Coffee", 37.752712, -122.413704
2716, "Liqour Store", 37.771281, -122.413686
2717, "Parque Ninos Unidos (Park)", 37.754422, -122.413636
2718, "Storek Building", 37.775720, -122.413628
2719, "Bernal Yoga", 37.738773, -122.413614
2720, "_undetermined", 37.800589, -122.413603
2721, "_undetermined", 37.781668, -122.413557
2722, "John O'Connell HS", 37.75951537, -122.41355523
2723, "Dear Mom", 37.765699, -122.413521
2724, "Dear Mom", 37.765699, -122.413521
2725, "Dear Mom", 37.765699, -122.413521
2726, "multiple", 37.776660, -122.413521
2727, "The Eagle", 37.769982, -122.413420
2728, "Eagle Tavern", 37.769982, -122.413420
2729, "Foamorder", 37.774457, -122.413397
2730, "Mirtille Cafe", 37.780700, -122.413270
2731, "Health Service System, City and County of San Francisco", 37.779352, -122.413247
2732, "Slims", 37.771491, -122.413241
2733, "UN Plaza", 37.780535, -122.413212
2734, "UN Plaza", 37.780535, -122.413212
2735, "Rolo SOMA", 37.774637, -122.413169
2736, "Pakwan Restaurant", 37.78554572, -122.41313871
2737, "Caffe Capriccio", 37.803964, -122.413100
2738, "Mission Recreation Center", 37.758201, -122.412999
2739, "North of Market / Tenderloin Community Benefit District facility", 37.782263, -122.412985
2740, "Animal Care & Control", 37.767436, -122.412946
2741, "_undetermined", 37.774399, -122.412862
2742, "_undetermined", 37.774399, -122.412862
2743, "_undetermined", 37.78606899, -122.41283565
2744, "_undetermined", 37.78606899, -122.41283565
2745, "_undetermined", 37.786362, -122.412782
2746, "bike shop", 37.752388, -122.412761
2747, "_undetermined", 37.753463, -122.412757
2748, "Moscone Elementry", 37.75682684, -122.41275068
2749, "Las Americas CDC (PreK & SA)", 37.75682684, -122.41275068
2750, "Las Americas Childcare Center", 37.75682684, -122.41275068
2751, "American Grilled Cheese Kitchen, The", 37.758894, -122.412746
2752, "Project Commotion", 37.764810, -122.412706
2753, "Alley Cat Books", 37.752814, -122.412687
2754, "Heaven's Dog", 37.778704, -122.412634
2755, "Spectrum Auto Body", 37.772327, -122.412622
2756, "DNA Lounge", 37.771079, -122.412604
2757, "Addiction Salon", 37.764816, -122.412601
2758, "American Gymnastics & Raise the Bar Fitness", 37.779865, -122.412598
2759, "Tina's Salon", 37.789482, -122.412592
2760, "Vallarta Taqueria", 37.752399, -122.412567
2761, "Like Twice", 37.76326092, -122.41255890
2762, "Telegraph Hill Neighborhood Center", 37.803444, -122.412540
2763, "Hotel Adagio", 37.787098, -122.412538
2764, "Cinnabar", 37.784684, -122.412529
2765, "Liberty Tax", 37.752824, -122.412527
2766, "Stingray Builders", 37.762532, -122.412489
2767, "Developing Environments", 37.762532, -122.412489
2768, "FoodLab / Renoir Hotel / Rio Grande Cafe / Trailhead", 37.780901, -122.412470
2769, "Etiquitte Lounge", 37.780901, -122.412470
2770, "_undetermined", 37.78614584, -122.41240323
2771, "_undetermined", 37.780071, -122.412400
2772, "_undetermined", 37.780071, -122.412400
2773, "multiple", 37.760100, -122.412376
2774, "Academy of Art University", 37.789373, -122.412368
2775, "Bristol Weeden Painting", 37.801600, -122.412336
2776, "Bike Kitchen / Adventurous Sports", 37.760916, -122.412334
2777, "multiple", 37.760916, -122.412334
2778, "Mission Cliffs", 37.760916, -122.412334
2779, "24th Street Head Start?", 37.752455, -122.412221
2780, "Humphrey Slocombe", 37.752799, -122.412202
2781, "Flour & Water Restaurant", 37.758923, -122.412185
2782, "Flour & Water Restaurant", 37.758923, -122.412185
2783, "JCX Expendables Business", 37.758566, -122.412151
2784, "The Packaging Store", 37.775324, -122.412145
2785, "Cassell Gallery", 37.775324, -122.412145
2786, "Art Explosion", 37.759839, -122.412101
2787, "Accelerate Sports", 37.805206, -122.412047
2788, "_undetermined", 37.773781, -122.412042
2789, "_undetermined", 37.773781, -122.412042
2790, "Graffeo Coffee Roasting Company", 37.801363, -122.412033
2791, "_undetermined", 37.780329, -122.412014
2792, "SF SPCA", 37.765820, -122.411968
2793, "Leonard R. Flynn CDC", 37.747745, -122.411967
2794, "Ever Gold Gallery", 37.78564218, -122.41195767
2795, "Soma Streat Food Park", 37.769777, -122.411897
2796, "_undetermined", 37.804348, -122.411897
2797, "Lion Building", 37.765121, -122.411897
2798, "North Beach Citizens", 37.801752, -122.411851
2799, "North Beach Citizens", 37.801752, -122.411851
2800, "_undetermined", 37.774269, -122.411809
2801, "_undetermined", 37.774269, -122.411809
2802, "_undetermined", 37.782414, -122.411786
2803, "Mike's Bikes", 37.775624, -122.411781
2804, "_undetermined", 37.789383, -122.411778
2805, "Theater Artaud and Travelling Jewish Theater", 37.763583, -122.411751
2806, "Theater of Yugen", 37.763583, -122.411751
2807, "Project Artaud", 37.763583, -122.411751
2808, "Theater of Yugen", 37.763583, -122.411751
2809, "Piper's Jewelers", 37.781799, -122.411742
2810, "Urban Health Clinic", 37.784342, -122.411680
2811, "Azucar Lounge ", 37.774058, -122.411668
